"Vehicle.Use","Anti.Theft.Device.Indicator","Body.Style","Electric_Vehicle_Indicator","Fleet.Vehicle.Indicator","Fuel.Type","Hybrid.Vehicle.Indicator","Make","Model","Model.Year","Municipality","Owner.Type","Region","Vehicle.Count"
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","HR-V TOURING 4DR AWD",2022,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","HR-V SPORT 4DR AWD",2021,"Blackpool","Person","Southern Interior",1
"Personal","Yes","Hatchback","No","No","Gasolineelectric","Yes","KIA","NIRO L HYBRID 5DR",2019,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","SUBARU","WRX SPORT 4DR AWD",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO SPORT BIG BEND 4DR AWD",2023,"Williams Lake","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","OUTBACK LIMITED XT WAGON AWD",2021,"Ubc","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","HYUNDAI","IONIQ 5 PREFERRED LONG RANGE 4DR 2WD",2023,"White Rock","Person","Lower Mainland",1
"Personal","Yes","Hatchback","Yes","No","Electric","No","CHEVROLET","BOLT EUV PREMIER 4DR 2WD",2022,"Chemainus","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO WILDTRAK 4DR 4WD",2023,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","KIA","SOUL EX+ 5DR",2020,"Prince George","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","ASCENT 4DR AWD",2022,"Vancouver","Person","Lower Mainland",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","HONDA","CIVIC EX 4DR",2023,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","KIA","RIO LX PREMIUM 5DR",2023,"Coquitlam","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EDGE ST 4DR AWD",2021,"Tofino","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK 5DR AWD",2021,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","SUBARU","IMPREZA 2.0I TOURING 5DR AWD",2024,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","FORTE LX 4DR",2020,"Agassiz","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE PREFERRED 4DR AWD",2020,"Powell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","HIGHLANDER HYBRID LIMITED 4DR AWD",2023,"Okanagan Falls","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX LS 4DR AWD",2019,"Prince George","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","No","TOYOTA","RAV4",2024,"Victoria","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","LEXUS","NX350H 4DR AWD",2023,"Princeton","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","WRANGLER SPORT 4DR 4WD",2024,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","NISSAN","MAXIMA 3.5 PLATINUM 4DR",2023,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-3 GS 4DR AWD",2019,"Oliver","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO BIG BEND 2DR 4WD",2023,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","MAZDA3 SPORT GT I-ACTIV 5DR AWD",2020,"Hatzic","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE ULTIMATE CALLIGRAP 2.5T 4DR AWD",2023,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V TOURING 4DR AWD",2022,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","TRAVERSE PREMIER 4DR AWD",2021,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-3 GX 4DR 2WD",2019,"Campbell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V EX-L 4DR AWD",2023,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","VOLKSWAGEN","GTI AUTOBAHN 2.0 TSI 4DR HATCHBACK",2023,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK 5DR AWD",2024,"Prince Rupert","Person","North Central",1
"Personal","Yes","Fourdoorsedan","Yes","No","Electric","No","TESLA","MODEL Y 75D PERFORMANCE 4DR AWD",2021,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","MURANO PLATINUM 4DR AWD",2023,"Prince Rupert","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","KONA PREFERRED 4DR AWD",2023,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","CHEVROLET","MALIBU LT 4DR",2019,"Campbell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","KONA PREFERRED 4DR AWD",2021,"New Westminster","Person","Lower Mainland",1
"Personal","No","Hatchback","Yes","No","Electric","No","HYUNDAI","IONIQ PREFERRED ELECTRIC 4DR HATCHBACK",2019,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","OUTBACK LIMITED XT WAGON AWD",2021,"Port Moody","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","MERCEDES-BENZ","GLC350E 4DR AWD",2019,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","INFINITI","QX60 SENSORY 4DR AWD",2020,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","COROLLA LE 4DR",2019,"Powell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","PASSPORT SPORT 4DR AWD",2022,"Chilliwack","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE URBAN 2.5T 4DR AWD",2022,"Creston","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LINCOLN","CORSAIR RESERVE 4DR AWD",2022,"Gibsons","Person","Lower Mainland",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","COROLLA LE 4DR",2021,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","VENZA XLE HYBRID 4DR AWD",2021,"North Shore","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS EXECLINE V6 4DR AWD",2022,"Comox","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","MAZDA","MAZDA6 GT 2.5T 4DR",2020,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","FORTE EX PREMIUM 4DR",2020,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","WRANGLER UNLIMITED SPORT 4DR 4WD",2020,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","4RUNNER SR5 V6 4DR 4WD",2019,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GLADIATOR RUBICON 4DR 4WD",2023,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CADILLAC","XT5 PLATINUM V6 4DR AWD",2019,"West Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","AUDI","Q7 KOMFORT 55 3.0 TFSI 4DR AWD",2023,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","PILOT EX-L 4DR AWD",2019,"Moberly Lake","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","ODYSSEY EX-L",2019,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO SPORT OUTER BANKS 4DR AWD",2021,"Whistler","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE ULTIMATE CALLIGRAP 2.5T 4DR AWD",2021,"Coquitlam","Person","Lower Mainland",1
"Personal","No","Fourdoorsedan","Yes","No","Electric","No","TESLA","MODEL 3 75D 4DR AWD",2020,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","MITSUBISHI","OUTLANDER SEL PHEV 4DR AWD",2024,"Central Saanich","Person","Vancouver Island",1
"Personal","No","Hatchback","No","No","Gasoline","No","MINI","COOPER S 5DR",2023,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","IMPREZA 2.0I SPORT 5DR AWD",2019,"Powell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 XLE HYBRID 4DR AWD",2023,"Black Creek","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","PILOT BLACK EDITION 4DR AWD",2021,"Columbia Gardens","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO WILDTRAK 2DR 4WD",2022,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","OPTIMA LX+ 4DR",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","KICKS S 4DR 2WD",2019,"Pineview Ffg","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","MAXIMA 3.5 PLATINUM 4DR",2022,"Oliver","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","PILOT BLACK EDITION 4DR AWD",2020,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS HIGHLINE V6 4DR AWD",2019,"Pitt Meadows","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","NISSAN","MAXIMA 3.5 SL 4DR",2020,"Coquitlam","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 XSE HEV 4DR AWD",2024,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","ACURA","MDX TECH 4DR AWD",2020,"Pitt Meadows","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","KIA","RIO LX PREMIUM 5DR",2021,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","VOLKSWAGEN","JETTA GLI 2.0 TSI 4DR",2019,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","TOYOTA","COROLLA 4DR HATCHBACK",2022,"Gibsons","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HYUNDAI","VENUE ESSENTIAL 4DR 2WD",2023,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","KICKS SR 4DR 2WD",2019,"Cranbrook","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","WRANGLER RUBICON 4DR 4WD",2023,"Burnaby","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-5 GT TURBO 4DR AWD",2021,"Cultus Lake","Person","Lower Mainland",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","CHEVROLET","CAMARO LS 2DR",2019,"Ubc","Person","Lower Mainland",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","Yes","MERCEDES","E53 4MATIC+ 2DR",2023,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-5 GS 4DR 2WD",2020,"Courtenay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","NISSAN","LEAF SV PLUS 5DR",2023,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","CHEROKEE TRAILHAWK 4DR 4WD",2021,"Sooke","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK TOURING 5DR AWD",2021,"Warfield","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","RAV4 XLE 4DR AWD",2023,"Trail","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","SIENNA XLE V6 AWD",2020,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LAMBORGHINI","URUS 4DR AWD",2019,"Saturna Island","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","OUTLANDER LIMITED V6 4DR AWD",2020,"Errington","Person","Vancouver Island",1
"Personal","Yes","Hatchback","Yes","No","Electric","No","VOLKSWAGEN","ID.4 PRO 4DR AWD",2023,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO SPORT OUTER BANKS 4DR AWD",2022,"Gabriola Island","Person","Vancouver Island",1
"Personal","Yes","Dunebuggy","Yes","No","Electric","No","NISSAN","LEAF SL PLUS 5DR",2023,"Surrey","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","CHEROKEE NORTH 4DR 4WD",2019,"Fort St John","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","Yes","AUDI","A4 TECHNIK 45 2.0 TFSI QUATTRO 4DR",2022,"Delta","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 XLE HYBRID 4DR AWD",2019,"View Royal","Person","Vancouver Island",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","SUBARU","CROSSTREK SPORT 5DR AWD",2021,"Mackenzie","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO SPORT OUTER BANKS 4DR AWD",2021,"Belcarra","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MERCEDES-BENZ","GLC300 4DR AWD",2021,"Comox","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","HIGHLANDER XLE V6 4DR AWD",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","KONA N LINE 4DR AWD",2022,"Comox","Person","Vancouver Island",1
"Personal","Yes","Fourdoorhardtop","No","No","Gasoline","No","JEEP","WRANGLER UNLIMITED SAHARA 4DR 4WD",2020,"Parksville","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","OUTBACK 2.5I WAGON AWD",2020,"Kitimat","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","HIGHLANDER LIMITED V6 4DR AWD",2020,"Chase","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","TERRAIN SLE 4DR AWD",2019,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-50 GT 4DR AWD",2024,"Mill Bay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CIVIC LX 4DR",2023,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LINCOLN","CORSAIR RESERVE 4DR AWD",2022,"Delta","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","HR-V SPORT 4DR AWD",2020,"Terrace","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","SUBARU","WRX 4DR AWD",2022,"Salmon Arm","Person","Southern Interior",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","SUBARU","BRZ 2DR",2019,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","HIGHLANDER HYBRID LIMITED 4DR AWD",2021,"Pemberton","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EDGE ST LINE 4DR AWD",2022,"Osoyoos","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","BMW","M340I XDRIVE 4DR AWD",2023,"Salmon Arm","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE SL PLATINUM 4DR AWD",2020,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","RVR SE 4DR 4WD",2019,"Stein Mountain","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","HIGHLANDER PLATINUM V6 4DR AWD",2022,"West Fernie","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","SENTRA 2.0 S 4DR",2021,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HYUNDAI","TUCSON ESSENTIAL 4DR AWD",2019,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","DODGE","CHARGER SXT 4DR",2019,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ESCAPE SEL 2.0T 4DR AWD",2022,"Courtenay","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPLORER XLT 4DR AWD",2023,"Fort St James","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","MERCEDES-BENZ","GLS450 4DR AWD",2023,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","CIVIC SPORT 4DR",2024,"New Westminster","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","TRAX ACTIV 4DR 2WD",2024,"North Westside","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE PLATINUM 4DR AWD",2021,"Coldwater","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","LAND","DISCOVERY SPORT SE R-DYN P250 4DR AWD",2020,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TOYOTA","BZ4X L 4DR 2WD",2023,"Penticton","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JAGUAR","E-PACE CHECKERED FLAG P250 4DR AWD",2020,"North Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SORENTO LX+ 4DR AWD",2020,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","KICKS SV 4DR 2WD",2022,"Mill Bay","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","YARIS SE 4DR HATCHBACK",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","KICKS S 4DR 2WD",2022,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","COMPASS ALTITUDE 4DR 4WD",2021,"Lake Cowichan","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HYUNDAI","ELANTRA PREFERRED 4DR",2020,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","AUDI","A6 PROGRESSIV S 3.0 TFSI QUATTRO 4DR",2019,"Comox","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","BLAZER LT V6 4DR AWD",2021,"Chilliwack","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TOYOTA","BZ4X XLE 4DR AWD",2023,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","ACURA","INTEGRA ELITE A-SPEC 4DR HATCHBACK",2024,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MERCEDES-BENZ","GLC63 S 4DR AWD",2021,"Richmond","Person","Lower Mainland",1
"Personal","No","Hatchback","No","No","Gasoline","No","HONDA","CIVIC SPORT 4DR HATCHBACK",2022,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENVISION PREFERRED TURBO 4DR AWD",2022,"Spallumcheen","Person","Southern Interior",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","NISSAN","VERSA 1.6 SR 4DR",2021,"Golden","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","KICKS SV 4DR 2WD",2019,"Malahat","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LAND","DEFENDER FIRST EDITION P400 4DR AWD",2020,"Dawson Creek","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","VOLKSWAGEN","JETTA 1.4 TSI 4DR",2019,"Comox","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","GOLF COMFORTLINE 1.8 TSI 4MOTION WAGON",2019,"Revelstoke","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HYUNDAI","ELANTRA PREFERRED 4DR",2020,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","CHEROKEE TRAILHAWK 4DR 4WD",2020,"Agassiz","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","VOLKSWAGEN","JETTA HIGHLINE 1.4 TSI 4DR",2021,"Coldwater","Person","Southern Interior",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","KIA","FORTE EX 4DR",2020,"Port Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE TRACKHAWK 4DR 4WD",2019,"Ladysmith","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V LX 4DR AWD",2020,"Nelson","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK SPORT 5DR AWD",2023,"Nelson","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SPORTAGE EX S 4DR AWD",2021,"Squamish","Person","Lower Mainland",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","KIA","FORTE LX 4DR",2021,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","GRAND CARAVAN GT",2019,"Gold River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","CHEROKEE TRAILHAWK 4DR 4WD",2019,"Port Albion","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","INFINITI","QX50 PURE 2.0T 4DR AWD",2021,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","OUTLANDER ES 4DR AWD",2019,"Smithers","Person","North Central",1
"Personal","Yes","Fourdoorsedan","Yes","No","Electric","No","FORD","MUSTANG MACH-E SELECT 100A 4DR AWD",2021,"Lake Country","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","BMW","I7 XDRIVE60 4DR AWD",2023,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","OUTBACK PREMIER XT WAGON AWD",2020,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENCORE PREFERRED 4DR AWD",2020,"West Kelowna","Person","Southern Interior",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","HONDA","CIVIC TYPE R 4DR HATCHBACK",2020,"Vancouver","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-5 GX 4DR AWD",2019,"Stein Mountain","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 PRIME SE 4DR AWD",2023,"Port Moody","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","OUTBACK 2.5I LIMITED WAGON AWD",2023,"Penticton","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","NISSAN","SENTRA 2.0 SV 4DR",2021,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","TERRAIN AT4 4DR AWD",2022,"Pritchard","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","GMC","TERRAIN DENALI 4DR AWD",2022,"Smithers","Person","North Central",1
